#weight  minuslogpost  cosmomc_theta      logA         ns       ombh2      omch2      Alens            As        H0  minuslogprior  minuslogprior__0      chi2  chi2__chi2
4  955.4158 0.010417441 3.0602597 0.94216517 0.023439938 0.12189652 0.94654485 2.1333097e-09 67.871785 -19.847797 -19.847797 1950.5272 1950.5272
3 955.40841 0.010417437 3.0602548 0.94216446 0.023439946 0.12189892 0.94654065 2.1332992e-09 67.870831 -19.847797 -19.847797 1950.5124 1950.5124
2 955.19373  0.01041727 3.0611929 0.94181128 0.023445643 0.12192046 0.95063831 2.1353015e-09 67.862644 -19.847797 -19.847797 1950.0831 1950.0831
2  954.8525 0.010417226 3.0610329  0.9417962 0.023445499 0.12191727 0.94952341 2.1349598e-09 67.862145 -19.847797 -19.847797 1949.4006 1949.4006
1 954.98464 0.010417302  3.060726 0.94169518 0.023442493 0.12200954 0.95035293 2.1343047e-09 67.830571 -19.847797 -19.847797 1949.6649 1949.6649
1 952.54948  0.01041681 3.0592452 0.94106375 0.023447632 0.12182172 0.95864638 2.1311466e-09 67.882675 -19.847797 -19.847797 1944.7946 1944.7946
2 951.91334 0.010416805 3.0592554 0.94108721 0.023446583 0.12180377 0.95870323 2.1311684e-09 67.887775 -19.847797 -19.847797 1943.5223 1943.5223
1  951.9093 0.010416856 3.0592729 0.94115948 0.023445863 0.12181222 0.95868306 2.1312056e-09 67.885984 -19.847797 -19.847797 1943.5142 1943.5142
1 943.61208 0.010416289 3.0590542 0.94190555 0.023438688  0.1218416 0.96147686 2.1307395e-09 67.850713 -19.847797 -19.847797 1926.9198 1926.9198
4 939.31108 0.010416432 3.0592287 0.94199029 0.023435515 0.12146667 0.96408437 2.1311113e-09 67.981581 -19.847797 -19.847797 1918.3178 1918.3178
2 929.09726 0.010416351 3.0596682 0.94037811 0.023415689 0.12112347 0.99700501 2.1320482e-09 68.080394 -19.847797 -19.847797 1897.8901 1897.8901
1 923.02935 0.010416535 3.0599774 0.94190187 0.023405424 0.12053796 0.99315465 2.1327075e-09 68.280726 -19.847797 -19.847797 1885.7543 1885.7543
1 922.89195 0.010416298 3.0581087 0.94149748 0.023415573 0.12031279 0.99398004 2.1287259e-09 68.359617 -19.847797 -19.847797 1885.4795 1885.4795
1  916.0948 0.010414922  3.059752 0.94069178 0.023418852 0.12015432 0.99153935  2.132227e-09 68.371152 -19.847797 -19.847797 1871.8852 1871.8852
5 913.17403 0.010413977  3.058555 0.94048058 0.023418186 0.12001018 0.98534734 2.1296762e-09 68.388939 -19.847797 -19.847797 1866.0436 1866.0436
1 912.99871 0.010414002 3.0585581 0.94048087 0.023416256 0.11998953 0.98522531 2.1296827e-09 68.395392 -19.847797 -19.847797  1865.693  1865.693
1 906.10684 0.010413515 3.0564129 0.94345039 0.023409328 0.11966751 0.97387911  2.125119e-09 68.485748 -19.847797 -19.847797 1851.9093 1851.9093
3 906.39002 0.010413545 3.0563868 0.94344348 0.023409539 0.11965753 0.97392394 2.1250635e-09 68.490445 -19.847797 -19.847797 1852.4756 1852.4756
2 905.76248 0.010413663 3.0566278 0.94383972 0.023410183 0.11969904 0.97431656 2.1255757e-09 68.480433 -19.847797 -19.847797 1851.2206 1851.2206
1 903.13109 0.010412995 3.0565275 0.94387684  0.02340703 0.11988797 0.96952486 2.1253626e-09 68.389064 -19.847797 -19.847797 1845.9578 1845.9578
1 901.99811 0.010412779 3.0571487 0.94369575 0.023411076  0.1200533 0.97579616 2.1266833e-09 68.327413 -19.847797 -19.847797 1843.6918 1843.6918
1 899.50669 0.010412752 3.0584216  0.9444996 0.023381583  0.1199828 0.98119774  2.129392e-09 68.326266 -19.847797 -19.847797  1838.709  1838.709
1 896.28637 0.010412657  3.058447 0.94383414 0.023380575 0.11992098 0.98139755 2.1294462e-09 68.343801 -19.847797 -19.847797 1832.2683 1832.2683
2 889.96872 0.010412084 3.0568336 0.94455759 0.023380972 0.11971485 0.98707854 2.1260132e-09 68.396927 -19.847797 -19.847797  1819.633  1819.633
1 890.14564 0.010412592 3.0574152 0.94495017 0.023356112 0.12034855 0.99329285   2.12725e-09 68.171899 -19.847797 -19.847797 1819.9869 1819.9869
3 884.03353 0.010412234 3.0567983 0.94386909 0.023356255 0.12041145 0.99668863 2.1259383e-09 68.138073 -19.847797 -19.847797 1807.7626 1807.7626
2 883.41632 0.010412185 3.0563753 0.94416261 0.023355832 0.12041622 0.99675198  2.125039e-09 68.134396 -19.847797 -19.847797 1806.5282 1806.5282
1 882.21447 0.010411551 3.0564979 0.94452885 0.023356062 0.12007482  1.0027113 2.1252997e-09 68.232089 -19.847797 -19.847797 1804.1245 1804.1245
2 877.28097 0.010411145 3.0526145 0.94476853 0.023343468 0.12009244 0.99995076 2.1170623e-09 68.201662 -19.847797 -19.847797 1794.2575 1794.2575
